high_extraversion,falcon,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","Lucky for you, right now your brain is humming along, fast and efficient. This is likely energizing you and helping you interact with others just as you like. ","Be willing to slow down when you need to, though, to consider a more complex problem or to access your creativity.","For example, the next time you have an important meeting or engagement, give yourself fifteen minutes beforehand to slow your mind - simply by being quiet, or by doing something completely unrelated to the meeting. Then pay attention to how sharp and productive you feel during the meeting, and whether you detect a difference based on that prep time."
high_extraversion,cheetah,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","You're processing information quickly right now, allowing you to enjoy your high-energy approach to life.",Be aware that one of the drawbacks to thinking fast is that it might somewhat limit your creativity or your ability to deeply connect with others.,"Stay flexible and balanced, mentally, by making sure to exercise regularly. Get to the gym, or play tennis, or do some yoga. Then you'll be at your best when it comes to solving a difficult problem or helping a person in your life."
high_extraversion,antelope,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","You're capable of processing simple tasks very quickly right now, but when it comes to more complex multi-tasking and problem solving, you're taking more time.","That's not necessarily a bad thing at all, since slowing down can help you approach mental tasks with more imagination and creativity.","The time you love spending with friends can help you improve your cognitive speed, especially when you add in discussing interesting and challenging ideas. Watch for other activities - like solving riddles and mental puzzles, or even playing video games - that can exercise and strengthen your brain."
high_extraversion,cat,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","Overall you seem to be thinking quickly and efficiently right now, firing on all cylinders, especially when it comes to handling complex and multi-step processes. Solving problems right now might even give you energy.","Be careful, though. You may miss occasional smaller details while you're thinking so fast, so remember to double-check your work.","One of the best ways to slow yourself down a bit, mentally, is to take a break from intellectual activity from time to time. Go hiking or spend time on a hobby you enjoy. Give your brain a break that allows it to work in new and different capacities."
high_extraversion,wolf,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","It's not at all that you're slow, but at the moment you're not thinking as quickly and as efficiently as some other people. ","The good news, though, is that by slowing down, you have the potential to more fully tap into more creative and comprehensive solutions. ","Since you love hanging out with friends, talk to the people in your life and challenge them to participate with you in activities that can strengthen your brain - whether it's playing word and logic games together, taking in a cultural event, or visiting a museum."
high_extraversion,dog,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","Currently, you're processing simple tasks quickly enough to assimilate them without rushing. When it comes to more complex and comprehensive problems, though, you're a bit slower in considering an issue. ","This can be a productive method, so even though you might prefer a more high-energy approach, realize that being deliberate and conscientious brings many advantages, including a higher degree of creativity.","If you'd like to increase your mental speed, visit a website that allows you to train your brain by playing timed games that give you practice thinking quickly. Even video games played with friends can sharpen your mind."
high_extraversion,crow,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","Right now you seem to fit the profile of the absent-minded professor: you may be spacing out on some minor details, but you're handling complex, high-order thinking tasks quickly and efficiently. ",Be willing to slow down occasionally when you're called on to exercise your creativity or to consider an issue more deeply.,"For example, the next time a big assignment or social engagement comes up for you, prepare yourself to be more methodical. Find time to exercise that day, then meditate or just sit quietly for a few minutes right before the event."
high_extraversion,gorilla,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.","Your current processing speed doesn't seem to be terribly well-aligned with your overall personality. You prefer a fast, high-energy approach to an issue, but your thinking at the moment is slower and more process-oriented. ","This isn't necessarily a problem at all. In fact, by slowing down a bit you might recognize some benefits from being more conscientious and methodical.","Still, it might help to be mentally quicker at times. So consider taking a college course with a friend, or getting additional training for your job. And be sure to exercise. That's crucial for a healthy brain. Maybe get a group of friends to go hiking or attend a yoga class."
high_extraversion,dolphin,"You like to think quickly, and you enjoy simultaneously juggling as much information as possible. It's a great feeling to walk into a room full of people knowing that you're going to recall most of their names, and maybe even more details about their own careers than they do.",No need to beat around the bush. Your cognitive processing speed is not setting the world on fire right now.,"But even though you might prefer to approach problems with more speed and energy, watch for the advantages - like increased access to your creativity - that come with going at a more deliberate pace. ","Also, make a concerted effort at work to really focus on the tasks you complete everyday. One of the best ways to improve mental speed is to practice a task over and over again, your mind getting quicker and quicker as you do."
low_extraversion,falcon,"The cognitive style that's best suited to your personality is one that thinks deeply and comprehensively. You're probably drawn to activities related to living the life of the mind in some way - possibly living fairly independently, writing thoughtful and well-crafted arguments, and doing your own thing. Or maybe coding data for ten-hour stretches, wearing headphones and smiling the whole time. In other words, you kind of get off on being left to think on your own, and at your own pace.","Although you appreciate independent thought and methodical analysis, you can approach problems at lightning speed.","This is obviously a strength, but at times a more deliberate approach to a problem might access your creative side and introduce you to whole new alternatives you hadn't considered.","One of the best ways to improve your mental performance - whether that means thinking faster or being more comprehensive and creative - is to make sure you're taking care of your body. Make sure you're eating healthy, getting enough sleep, and exercising."
low_extraversion,cheetah,"The cognitive style that's best suited to your personality is one that thinks deeply and comprehensively. You're probably drawn to activities related to living the life of the mind in some way - possibly living fairly independently, writing thoughtful and well-crafted arguments, and doing your own thing. Or maybe coding data for ten-hour stretches, wearing headphones and smiling the whole time. In other words, you kind of get off on being left to think on your own, and at your own pace.","You don't mind approaching an issue slowly and deliberately when that approach is called for, but right now, your mind is working quickly and efficiently - especially when it comes to minor details. ","Use this speed to your advantage, but be willing to slow down when you need to be more careful or meticulous.","Make sure, too, that you're regularly finding time to be with friends and enjoy yourself. Especially since you prefer to work alone, it's important that you let yourself relax and enjoy being with others. It can do your mental capacity a world of good."
low_extraversion,antelope,"The cognitive style that's best suited to your personality is one that thinks deeply and comprehensively. You're probably drawn to activities related to living the life of the mind in some way - possibly living fairly independently, writing thoughtful and well-crafted arguments, and doing your own thing. Or maybe coding data for ten-hour stretches, wearing headphones and smiling the whole time. In other words, you kind of get off on being left to think on your own, and at your own pace.","Right now you seem to be able to deal with simple problems quickly and efficiently. On bigger, more complex issues, though, you slow down a good bit. ",That more deliberate pace matches your personality and most likely allows you to consider information more fully and even creatively.,"Still, if you'd like to increase your mental speed, give your brain some exercise. Logic puzzles and even video games are great ways to give your noggin a workout."
low_extraversion,cat,"The cognitive style that's best suited to your personality is one that thinks deeply and comprehensively. You're probably drawn to activities related to living the life of the mind in some way - possibly living fairly independently, writing thoughtful and well-crafted arguments, and doing your own thing. Or maybe coding data for ten-hour stretches, wearing headphones and smiling the whole time. In other words, you kind of get off on being left to think on your own, and at your own pace.","You're thinking quickly and efficiently right now, especially when it comes to more complex problem solving. ","This speed can even deepen your love of independent analysis; just make sure that your ability to think quickly doesn't cause you to rush and make careless errors, or to overlook more creative responses to a particular problem.","Do your best to keep your mind sharp and flexible by taking breaks from strictly intellectual activities. Go for a run, take in a movie, or just enjoy a quiet evening with a friend."
low_extraversion,wolf,"The cognitive style that's best suited to your personality is one that thinks deeply and comprehensively. You're probably drawn to activities related to living the life of the mind in some way - possibly living fairly independently, writing thoughtful and well-crafted arguments, and doing your own thing. Or maybe coding data for ten-hour stretches, wearing headphones and smiling the whole time. In other words, you kind of get off on being left to think on your own, and at your own pace.",At the moment your processing speed matches your personality pretty well. You're neither ultra-fast nor ultra-slow in the way you think about issues and challenges. ,"As a result, you're likely avoiding potential problems like rushing through a decision, or taking too long to make it. Just watch for times you need to be either quicker or more methodical when the situation calls for it.","A good way to stay balanced, mentally, is to exercise. Find time to regularly go to the gym, or jog, or go bowling. A body in action makes for a sharper mind."
low_extraversion,dog,"The cognitive style that's best suited to your personality is one that thinks deeply and comprehensively. You're probably drawn to activities related to living the life of the mind in some way - possibly living fairly independently, writing thoughtful and well-crafted arguments, and doing your own thing. Or maybe coding data for ten-hour stretches, wearing headphones and smiling the whole time. In other words, you kind of get off on being left to think on your own, and at your own pace.","You know the importance of deliberate analysis, and that's good - because at the moment your cognitive processing speed isn't exactly fast. ",The good news is that your more methodical approach to a problem may result in deeper and more creative investigation.,"Plus, there are ways to get faster, mentally. Simple practice of a task - at home or at work - makes you quicker and more efficient. So does playing games, on the computer or anywhere else, that exercise your mind."
